vessel_capacity,sea_speed,bunker_consumption
2560,16.5,54.772292133123
2560,17.0,58.423799588946
2560,17.5,62.232167149349
2560,18.0,66.199362413556
2560,18.5,70.327321184295
2560,19.0,74.617948844365
2560,19.5,79.073121638261
2560,20.0,83.694687867691
2560,20.5,88.42991199421655
2560,21.0,93.34352957963401
2570,14.0,38.852713176985
2570,14.5,41.755673079485
2570,15.0,44.80537544883
2570,15.5,48.003975353054
2570,16.0,51.353587279169
2570,16.5,54.856287171241
2570,17.0,58.514114306075
2570,17.5,62.329073023918
2570,18.0,66.303134329329
2570,18.5,70.438237375333
2570,19.0,74.736290842387
2570,19.5,79.199174222208
2570,20.0,83.828739015369
2570,20.5,88.57215841381571
2570,21.0,93.49428001744957
2580,14.0,38.908913861052
2580,14.5,41.816876362736
2580,15.0,44.871834208938
2580,15.5,48.075946181468
2580,16.0,51.43133041118
2580,16.5,54.940066419566
2580,17.0,58.604196997663
2580,17.5,62.42572993975
2580,18.0,66.406639646969
2580,18.5,70.54886861404
2580,19.0,74.854328810601
2580,19.5,79.324902967252
2580,20.0,83.96244577521
2580,20.5,88.71403939128686
2580,21.0,93.6446431656523
2590,14.0,38.964969789295
2590,14.5,41.877922004994
2590,15.0,44.938121791548
2590,15.5,48.147731634977
2590,16.0,51.508873300593
2590,16.5,55.023629878097
2590,17.0,58.69404766371
2590,17.5,62.522137896844
2590,18.0,66.509878366476
2590,18.5,70.659214900415
2590,19.0,74.972062749007
2590,19.5,79.450307873392
2590,20.0,84.095808147214
2590,20.5,88.85555492662888
2590,21.0,93.79461902424069
2600,14.0,39.020880961716
2600,14.5,41.93881000626
2600,15.0,45.00423819666
2600,15.5,48.219331713581
2600,16.0,51.586215947407
2600,16.5,55.106977546834
2600,17.0,58.783666304215
2600,17.5,62.6182968952
2600,18.0,66.612850487851
2600,18.5,70.769276234458
2600,19.0,75.089492657604
2600,19.5,79.575388940627
2600,20.0,84.228826131381
2600,20.5,88.99670501984185
2600,21.0,93.9442075932151
2610,14.0,39.076647378315
2610,14.5,41.999540366533
2610,15.0,45.070183424273
2610,15.5,48.290746417279
2610,16.0,51.663358351622
2610,16.5,55.190109425778
2610,17.0,58.87305291918
2610,17.5,62.714206934819
2610,18.0,66.715556011094
2610,18.5,70.879052616168
2610,19.0,75.206618536393
2610,19.5,79.700146168959
2610,20.0,84.361499727711
2610,20.5,89.13748967092644
2610,21.0,94.09340887257612
2620,14.0,39.13226903909
2620,14.5,42.060113085813
2620,15.0,45.135957474388
2620,15.5,48.361975746073
2620,16.0,51.740300513239
2620,16.5,55.273025514928
2620,17.0,58.962207508603
2620,17.5,62.809868015699
2620,18.0,66.817994936204
2620,18.5,70.988544045548
2620,19.0,75.323440385374
2620,19.5,79.824579558387
2620,20.0,84.493828936204
2620,20.5,89.27790887988215
2620,21.0,94.24222286232313
2630,14.0,39.187745944043
2630,14.5,42.120528164101
2630,15.0,45.201560347005
2630,15.5,48.433019699961
2630,16.0,51.817042432256
2630,16.5,55.355725814284
2630,17.0,59.051130072485
2630,17.5,62.905280137841
2630,18.0,66.920167263182
2630,18.5,71.097750522595
2630,19.0,75.439958204547
2630,19.5,79.948689108911
2630,20.0,84.62581375686
2630,20.5,89.41796264670958
2630,21.0,94.39064956245716
2640,14.0,39.243078093173
2640,14.5,42.180785601396
2640,15.0,45.266992042124
2640,15.5,48.503878278944
2640,16.0,51.893584108675
2640,16.5,55.438210323847
2640,17.0,59.139820610826
2640,17.5,63.000443301246
2640,18.0,67.022072992028
2640,18.5,71.20667204731
2640,19.0,75.556171993911
2640,19.5,80.072474820531
2640,20.0,84.757454189678
2640,20.5,89.55765097140679
2640,21.0,94.53868897297542
2650,14.0,39.29826548648
2650,14.5,42.240885397699
2650,15.0,45.332252559744
2650,15.5,48.574551483021
2650,16.0,51.969925542494
2650,16.5,55.520479043616
2650,17.0,59.228279123626
2650,17.5,63.095357505912
2650,18.0,67.123712122741
2650,18.5,71.315308619693
2650,19.0,75.672081753467
2650,19.5,80.195936693247
2650,20.0,84.88875023466
2650,20.5,89.69697385397656
2650,21.0,94.68634109388172
2660,14.0,39.353308123965
2660,14.5,42.300827553009
2660,15.0,45.397341899867
2660,15.5,48.645039312194
2660,16.0,52.046066733715
2660,16.5,55.602531973591
2660,17.0,59.316505610884
2660,17.5,63.190022751841
2660,18.0,67.225084655321
2660,18.5,71.423660239745
2660,19.0,75.787687483215
2660,19.5,80.319074727059
2660,20.0,85.019701891805
2660,20.5,89.8359312944176
2660,21.0,94.83360592517427
2670,14.0,39.408206005627
2670,14.5,42.360612067326
2670,15.0,45.462260062491
2670,15.5,48.715341766461
2670,16.0,52.122007682337
2670,16.5,55.684369113772
2670,17.0,59.404500072602
2670,17.5,63.284439039032
2670,18.0,67.32619058977
2670,18.5,71.531726907464
2670,19.0,75.902989183154
2670,19.5,80.441888921967
2670,20.0,85.150309161112
2670,20.5,89.97452329272883
2670,21.0,94.98048346685164
2680,14.0,39.462959131466
2680,14.5,42.420238940651
2680,15.0,45.527007047617
2680,15.5,48.785458845823
2680,16.0,52.19774838836
2680,16.5,55.76599046416
2680,17.0,59.492262508778
2680,17.5,63.378606367485
2680,18.0,67.427029926085
2680,18.5,71.639508622852
2680,19.0,76.017986853285
2680,19.5,80.564379277971
2680,20.0,85.280572042583
2680,20.5,90.11274984891213
2680,21.0,95.12697371891639
2690,14.0,39.517567501482
2690,14.5,42.479708172983
2690,15.0,45.591582855244
2690,15.5,48.85539055028
2690,16.0,52.273288851784
2690,16.5,55.847396024754
2690,17.0,59.579792919413
2690,17.5,63.4725247372
2690,18.0,67.527602664269
2690,18.5,71.747005385908
2690,19.0,76.132680493608
2690,19.5,80.686545795071
2690,20.0,85.410490536216
2690,20.5,90.250610962966
2690,21.0,95.27307668136639
2700,14.0,39.572031115676
2700,14.5,42.539019764323
2700,15.0,45.655987485374
2700,15.5,48.925136879832
2700,16.0,52.348629072609
2700,16.5,55.928585795555
2700,17.0,59.667091304507
2700,17.5,63.566194148177
2700,18.0,67.62790880432
2700,18.5,71.854217196632
2700,19.0,76.247070104122
2700,19.5,80.808388473267
2700,20.0,85.540064642013
2700,20.5,90.3881066348916
2700,21.0,95.41879235420338
2710,14.0,39.626349974047
2710,14.5,42.59817371467
2710,15.0,45.720220938005
2710,15.5,48.994697834479
2710,16.0,52.423769050836
2710,16.5,56.009559776562
2710,17.0,59.75415766406
2710,17.5,63.659614600416
2710,18.0,67.727948346238
2710,18.5,71.961144055023
2710,19.0,76.361155684828
2710,19.5,80.929907312559
2710,20.0,85.669294359972
2710,20.5,90.52523686468754
2710,21.0,95.56412073742548
2720,14.0,39.680524076595
2720,14.5,42.657170024024
2720,15.0,45.784283213137
2720,15.5,49.06407341422
2720,16.0,52.498708786463
2720,16.5,56.090317967775
2720,17.0,59.840991998071
2720,17.5,63.752786093918
2720,18.0,67.827721290024
2720,18.5,72.067785961084
2720,19.0,76.474937235726
2720,19.5,81.051102312947
2720,20.0,85.798179690094
2720,20.5,90.66200165235533
2720,21.0,95.70906183103446
2730,14.0,39.73455342332
2730,14.5,42.716008692386
2730,15.0,45.848174310772
2730,15.5,49.133263619057
2730,16.0,52.573448279492
2730,16.5,56.170860369194
2730,17.0,59.927594306542
2730,17.5,63.845708628681
2730,18.0,67.927227635678
2730,18.5,72.174142914812
2730,19.0,76.588414756816
2730,19.5,81.171973474431
2730,20.0,85.92672063238
2730,20.5,90.79840099789462
2730,21.0,95.85361563503001
2740,14.0,39.788438014223
2740,14.5,42.774689719755
2740,15.0,45.911894230909
2740,15.5,49.202268448988
2740,16.0,52.647987529921
2740,16.5,56.25118698082
2740,17.0,60.013964589471
2740,17.5,63.938382204706
2740,18.0,68.0264673832
2740,18.5,72.280214916208
2740,19.0,76.701588248097
2740,19.5,81.292520797012
2740,20.0,86.054917186828
2740,20.5,90.93443490130515
2740,21.0,95.9977821494119
2750,14.0,39.842177849303
2750,14.5,42.833213106131
2750,15.0,45.975442973547
2750,15.5,49.271087904014
2750,16.0,52.722326537752
2750,16.5,56.331297802652
2750,17.0,60.100102846859
2750,17.5,64.030806821994
2750,18.0,68.125440532588
2750,18.5,72.386001965272
2750,19.0,76.81445770957
2750,19.5,81.412744280688
2750,20.0,86.182769353439
2750,20.5,91.07010336258622
2750,21.0,96.1415613741791
2760,14.0,39.89577292856
2760,14.5,42.891578851515
2760,15.0,46.038820538687
2760,15.5,49.339721984134
2760,16.0,52.796465302984
2760,16.5,56.411192834691
2760,17.0,60.186009078706
2760,17.5,64.122982480544
2760,18.0,68.224147083845
2760,18.5,72.491504062005
2760,19.0,76.927023141235
2760,19.5,81.53264392546
2760,20.0,86.310277132214
2760,20.5,91.20540638173931
2760,21.0,96.28495330933342
2770,14.0,39.949223251995
2770,14.5,42.949786955907
2770,15.0,46.102026926328
2770,15.5,49.40817068935
2770,16.0,52.870403825617
2770,16.5,56.490872076935
2770,17.0,60.271683285011
2770,17.5,64.214909180356
2770,18.0,68.322587036969
2770,18.5,72.596721206405
2770,19.0,77.039284543091
2770,19.5,81.652219731328
2770,20.0,86.437440523151
2770,20.5,91.34034395876326
2770,21.0,96.42795795487372
2780,14.0,40.002528819606
2780,14.5,43.007837419306
2780,15.0,46.165062136472
2780,15.5,49.47643401966
2780,16.0,52.944142105651
2780,16.5,56.570335529386
2780,17.0,60.357125465776
2780,17.5,64.30658692143
2780,18.0,68.420760391961
2780,18.5,72.701653398474
2780,19.0,77.151241915139
2780,19.5,81.771471698293
2780,20.0,86.564259526251
2780,20.5,91.47491609365841
2780,21.0,96.57057531079997
2790,14.0,40.055689631396
2790,14.5,43.065730241712
2790,15.0,46.227926169117
2790,15.5,49.544511975066
2790,16.0,53.017680143087
2790,16.5,56.649583192044
2790,17.0,60.442335620999
2790,17.5,64.398015703766
2790,18.0,68.51866714882
2790,18.5,72.806300638211
2790,19.0,77.262895257379
2790,19.5,81.890399826353
2790,20.0,86.690734141514
2790,20.5,91.60912278642455
2790,21.0,96.71280537711225
2800,14.0,40.108705687362
2800,14.5,43.123465423125
2800,15.0,46.290619024264
2800,15.5,49.612404555566
2800,16.0,53.091017937923
2800,16.5,56.728615064907
2800,17.0,60.527313750681
2800,17.5,64.489195527364
2800,18.0,68.616307307547
2800,18.5,72.910662925615
2800,19.0,77.374244569811
2800,19.5,82.00900411551
2800,20.0,86.81686436894
2800,20.5,91.74296403706256
2800,21.0,96.85464815381155
2810,14.0,40.161576987505
2810,14.5,43.181042963546
2810,15.0,46.353140701913
2810,15.5,49.68011176116
2810,16.0,53.164155490161
2810,16.5,56.807431147977
2810,17.0,60.612059854822
2810,17.5,64.580126392224
2810,18.0,68.713680868141
2810,18.5,73.014740260688
2810,19.0,77.485289852434
2810,19.5,82.127284565762
2810,20.0,86.942650208529
2810,20.5,91.876439845571
2810,21.0,96.9961036408961
2820,14.0,40.214303531826
2820,14.5,43.238462862975
2820,15.0,46.415491202064
2820,15.5,49.74763359185
2820,16.0,53.237092799799
2820,16.5,56.886031441254
2820,17.0,60.696573933422
2820,17.5,64.670808298346
2820,18.0,68.810787830603
2820,18.5,73.118532643429
2820,19.0,77.596031105249
2820,19.5,82.245241177111
2820,20.0,87.068091660281
2820,20.5,92.00955021195131
2820,21.0,97.13717183836764
2830,14.0,40.266885320324
2830,14.5,43.295725121411
2830,15.0,46.477670524716
2830,15.5,49.814970047635
2830,16.0,53.309829866839
2830,16.5,56.964415944736
2830,17.0,60.78085598648
2830,17.5,64.761241245731
2830,18.0,68.907628194933
2830,18.5,73.222040073838
2830,19.0,77.706468328255
2830,19.5,82.362873949555
2830,20.0,87.193188724196
2830,20.5,92.14229513620224
2830,21.0,97.27785274622465
2840,14.0,40.319322353
2840,14.5,43.352829738854
2840,15.0,46.53967866987
2840,15.5,49.882121128514
2840,16.0,53.38236669128
2840,16.5,57.042584658425
2840,17.0,60.864906013998
2840,17.5,64.851425234377
2840,18.0,69.00420196113
2840,18.5,73.325262551916
2840,19.0,77.816601521454
2840,19.5,82.480182883096
2840,20.0,87.317941400274
2840,20.5,92.27467461832539
2840,21.0,97.41814636446911
2850,14.0,40.371614629852
2850,14.5,43.409776715304
2850,15.0,46.601515637526
2850,15.5,49.949086834488
2850,16.0,53.454703273122
2850,16.5,57.120537582321
2850,17.0,60.948724015974
2850,17.5,64.941360264286
2850,18.0,69.100509129195
2850,18.5,73.428200077661
2850,19.0,77.926430684844
2850,19.5,82.597167977732
2850,20.0,87.442349688514
2850,20.5,92.40668865831783
2850,21.0,97.55805269309724
2860,14.0,40.423762150882
2860,14.5,43.466566050762
2860,15.0,46.663181427683
2860,15.5,50.015867165557
2860,16.0,53.526839612365
2860,16.5,57.198274716422
2860,17.0,61.032309992409
2860,17.5,65.031046335456
2860,18.0,69.196549699127
2860,18.5,73.530852651074
2860,19.0,78.035955818425
2860,19.5,82.713829233465
2860,20.0,87.566413588918
2860,20.5,92.53833725618311
2860,21.0,97.69757173211387
2870,14.0,40.475764916089
2870,14.5,43.523197745228
2870,15.0,46.724676040343
2870,15.5,50.082462121721
2870,16.0,53.598775709009
2870,16.5,57.27579606073
2870,17.0,61.115663943303
2870,17.5,65.120483447889
2870,18.0,69.292323670927
2870,18.5,73.633220272156
2870,19.0,78.145176922199
2870,19.5,82.830166650294
2870,20.0,87.690133101485
2870,20.5,92.66962041191977
2870,21.0,97.83670348151671
2880,14.0,40.527622925474
2880,14.5,43.5796717987
2880,15.0,46.785999475504
2880,15.5,50.148871702979
2880,16.0,53.670511563055
2880,16.5,57.353101615245
2880,17.0,61.198785868655
2880,17.5,65.209671601584
2880,18.0,69.387831044595
2880,18.5,73.735302940906
2880,19.0,78.254093996164
2880,19.5,82.946180228218
2880,20.0,87.813508226214
2880,20.5,92.80053812552629
2880,21.0,97.97544794130403
2890,14.0,40.579336179035
2890,14.5,43.635988211181
2890,15.0,46.847151733167
2890,15.5,50.215095909333
2890,16.0,53.742047174501
2890,16.5,57.430191379965
2890,17.0,61.281675768467
2890,17.5,65.298610796541
2890,18.0,69.48307182013
2890,18.5,73.837100657323
2890,19.0,78.362707040321
2890,19.5,83.061869967239
2890,20.0,87.936538963107
2890,20.5,92.9310903970051
2890,21.0,98.11380511147901
2900,14.0,40.630904676774
2900,14.5,43.692146982668
2900,15.0,46.908132813332
2900,15.5,50.281134740781
2900,16.0,53.813382543349
2900,16.5,57.507065354892
2900,17.0,61.364333642737
2900,17.5,65.38730103276
2900,18.0,69.578045997533
2900,18.5,73.938613421409
2900,19.0,78.471016054669
2900,19.5,83.177235867356
2900,20.0,88.059225312163
2900,20.5,93.06127722635506
2900,21.0,98.25177499204008
2910,14.0,40.68232841869
2910,14.5,43.748148113163
2910,15.0,46.968942715998
2910,15.5,50.346988197324
2910,16.0,53.884517669597
2910,16.5,57.583723540025
2910,17.0,61.446759491467
2910,17.5,65.475742310242
2910,18.0,69.672753576803
2910,18.5,74.039841233163
2910,19.0,78.57902103921
2910,19.5,83.292277928569
2910,20.0,88.181567273381
2910,20.5,93.19109861357592
2910,21.0,98.38935758298686
2920,14.0,40.733607404784
2920,14.5,43.803991602666
2920,15.0,47.029581441166
2920,15.5,50.412656278962
2920,16.0,53.955452553247
2920,16.5,57.660165935365
2920,17.0,61.528953314655
2920,17.5,65.563934628985
2920,18.0,69.767194557941
2920,18.5,74.140784092585
2920,19.0,78.686721993942
2920,19.5,83.406996150877
2920,20.0,88.303564846763
2920,20.5,93.32055455866814
2920,21.0,98.52655288432015
2930,14.0,40.784741635055
2930,14.5,43.859677451175
2930,15.0,47.090048988836
2930,15.5,50.478138985694
2930,16.0,54.026187194298
2930,16.5,57.736392540911
2930,17.0,61.610915112301
2930,17.5,65.65187798899
2930,18.0,69.861368940947
2930,18.5,74.241441999675
2930,19.0,78.794118918865
2930,19.5,83.521390534282
2930,20.0,88.425218032307
2930,20.5,93.44964506163137
2930,21.0,98.66336089603942
2940,14.0,40.835731109503
2940,14.5,43.915205658693
2940,15.0,47.150345359008
2940,15.5,50.543436317522
2940,16.0,54.09672159275
2940,16.5,57.812403356663
2940,17.0,61.692644884407
2940,17.5,65.739572390258
2940,18.0,69.95527672582
2940,18.5,74.341814954433
2940,19.0,78.901211813981
2940,19.5,83.635461078783
2940,20.0,88.546526830015
2940,20.5,93.57837012246654
2940,21.0,98.7997816181457
2950,14.0,40.886575828128
2950,14.5,43.970576225217
2950,15.0,47.210470551682
2950,15.5,50.608548274444
2950,16.0,54.167055748603
2950,16.5,57.888198382621
2950,17.0,61.774142630971
2950,17.5,65.827017832787
2950,18.0,70.04891791256
2950,18.5,74.44190295686
2950,19.0,79.008000679288
2950,19.5,83.74920778438
2950,20.0,88.667491239885
2950,20.5,93.70672974117241
2950,21.0,98.93581505063761
2960,14.0,40.93727579093
2960,14.5,44.025789150749
2960,15.0,47.270424566857
2960,15.5,50.673474856461
2960,16.0,54.237189661858
2960,16.5,57.963777618786
2960,17.0,61.855408351995
2960,17.5,65.914214316579
2960,18.0,70.142292501169
2960,18.5,74.541706006954
2960,19.0,79.114485514787
2960,19.5,83.862630651073
2960,20.0,88.788111261918
2960,20.5,93.83472391774887
2960,21.0,99.07146119351474
2970,14.0,40.98783099791
2970,14.5,44.080844435288
2970,15.0,47.330207404534
2970,15.5,50.738216063573
2970,16.0,54.307123332513
2970,16.5,58.039141065157
2970,17.0,61.936442047477
2970,17.5,66.001161841633
2970,18.0,70.235400491644
2970,18.5,74.641224104717
2970,19.0,79.220666320477
2970,19.5,83.975729678862
2970,20.0,88.908386896115
2970,20.5,93.96235265219767
2970,21.0,99.20672004677972
2980,14.0,41.038241449067
2980,14.5,44.135742078835
2980,15.0,47.389819064713
2980,15.5,50.80277189578
2980,16.0,54.37685676057
2980,16.5,58.114288721735
2980,17.0,62.017243717418
2980,17.5,66.087860407949
2980,18.0,70.328241883988
2980,18.5,74.740457250147
2980,19.0,79.326543096359
2980,19.5,84.088504867747
2980,20.0,89.028318142474
2980,20.5,94.08961594451664
2980,21.0,99.34159161042945
2990,14.0,41.088507144402
2990,14.5,44.190482081389
2990,15.0,47.449259547394
2990,15.5,50.867142353081
2990,16.0,54.446389946027
2990,16.5,58.189220588519
2990,17.0,62.097813361817
2990,17.5,66.174310015527
2990,18.0,70.420816678199
2990,18.5,74.839405443246
2990,19.0,79.432115842433
2990,19.5,84.200956217728
2990,20.0,89.147905000996
2990,20.5,94.2165137947077
2990,21.0,99.47607588446662
3000,14.0,41.138628083913
3000,14.5,44.245064442951
3000,15.0,47.508528852576
3000,15.5,50.931327435478
3000,16.0,54.515722888886
3000,16.5,58.263936665509
3000,17.0,62.178150980676
3000,17.5,66.260510664367
3000,18.0,70.513124874278
3000,18.5,74.938068684013
3000,19.0,79.537384558699
3000,19.5,84.313083728805
3000,20.0,89.267147471681
3000,20.5,94.34304620276934
3000,21.0,99.61017286888902
3010,14.0,41.188604267602
3010,14.5,44.29948916352
3010,15.0,47.56762698026
3010,15.5,50.995327142969
3010,16.0,54.584855589146
3010,16.5,58.338436952705
3010,17.0,62.258256573993
3010,17.5,66.346462354469
3010,18.0,70.605166472224
3010,18.5,75.036446972448
3010,19.0,79.642349245156
3010,19.5,84.424887400979
3010,20.0,89.386045554529
3010,20.5,94.469213168703
3010,21.0,99.7438825636988
3020,14.0,41.238435695468
3020,14.5,44.353756243096
3020,15.0,47.626553930446
3020,15.5,51.059141475555
3020,16.0,54.653788046807
3020,16.5,58.412721450108
3020,17.0,62.33813014177
3020,17.5,66.432165085834
3020,18.0,70.696941472038
3020,18.5,75.134540308551
3020,19.0,79.747009901805
3020,19.5,84.536367234248
3020,20.0,89.50459924954
3020,20.5,94.59501469250691
3020,21.0,99.87720496889337
3030,14.0,41.288122367512
3030,14.5,44.40786568168
3030,15.0,47.685309703134
3030,15.5,51.122770433236
3030,16.0,54.722520261869
3030,16.5,58.486790157717
3030,17.0,62.417771684005
3030,17.5,66.51761885846
3030,18.0,70.788449873719
3030,18.5,75.232348692322
3030,19.0,79.851366528646
3030,19.5,84.647523228613
3030,20.0,89.622808556714
3030,20.5,94.7204507741827
3030,21.0,100.01014008447521
3040,14.0,41.337664283732
3040,14.5,44.461817479271
3040,15.0,47.743894298323
3040,15.5,51.186214016011
3040,16.0,54.791052234333
3040,16.5,58.560643075532
3040,17.0,62.497181200699
3040,17.5,66.602823672349
3040,18.0,70.879691677268
3040,18.5,75.329872123761
3040,19.0,79.955419125678
3040,19.5,84.758355384074
3040,20.0,89.740673476051
3040,20.5,94.8455214137291
3040,21.0,100.14268791044233
3050,14.0,41.38706144413
3050,14.5,44.51561163587
3050,15.0,47.802307716014
3050,15.5,51.249472223882
3050,16.0,54.859383964197
3050,16.5,58.634280203554
3050,17.0,62.576358691851
3050,17.5,66.687779527499
3050,18.0,70.970666882684
3050,18.5,75.427110602868
3050,19.0,80.059167692902
3050,19.5,84.868863700631
3050,20.0,89.858194007551
3050,20.5,94.97022661114718
3050,21.0,100.27484844679644
3060,14.0,41.436313848705
3060,14.5,44.569248151476
3060,15.0,47.860549956207
3060,15.5,51.312545056847
3060,16.0,54.927515451462
3060,16.5,58.707701541782
3060,17.0,62.655304157463
3060,17.5,66.772486423912
3060,18.0,71.061375489969
3060,18.5,75.524064129644
3060,19.0,80.162612230318
3060,19.5,84.979048178285
3060,20.0,89.975370151214
3060,20.5,95.09456636643695
3060,21.0,100.40662169353705
3070,14.0,41.485421497458
3070,14.5,44.622727026089
3070,15.0,47.918621018902
3070,15.5,51.375432514907
3070,16.0,54.995446696129
3070,16.5,58.780907090216
3070,17.0,62.734017597533
3070,17.5,66.856944361587
3070,18.0,71.15181749912
3070,18.5,75.620732704087
3070,19.0,80.265752737926
3070,19.5,85.088908817034
3070,20.0,90.09220190704
3070,20.5,95.21854067959758
3070,21.0,100.53800765066367
3080,14.0,41.534384390388
3080,14.5,44.67604825971
3080,15.0,47.976520904099
3080,15.5,51.438134598062
3080,16.0,55.063177698197
3080,16.5,58.853896848857
3080,17.0,62.812499012062
3080,17.5,66.941153340524
3080,18.0,71.24199291014
3080,18.5,75.717116326199
3080,19.0,80.368589215725
3080,19.5,85.198445616879
3080,20.0,90.208689275029
3080,20.5,95.34214955062917
3080,21.0,100.66900631817605
3090,14.0,41.583202527494
3090,14.5,44.729211852338
3090,15.0,48.034249611797
3090,15.5,51.500651306312
3090,16.0,55.130708457666
3090,16.5,58.926670817704
3090,17.0,62.89074840105
3090,17.5,67.025113360723
3090,18.0,71.331901723027
3090,18.5,75.813214995978
3090,19.0,80.471121663716
3090,19.5,85.307658577821
3090,20.0,90.32483225518
3090,20.5,95.46539297953152
3090,21.0,100.79961769607397
3100,14.0,41.631875908779
3100,14.5,44.782217803974
3100,15.0,48.091807141997
3100,15.5,51.562982639656
3100,16.0,55.198038974536
3100,16.5,58.999228996757
3100,17.0,62.968765764497
3100,17.5,67.108824422184
3100,18.0,71.421543937781
3100,18.5,75.909028713426
3100,19.0,80.573350081899
3100,19.5,85.416547699858
3100,20.0,90.440630847495
3100,20.5,95.58827096630604
3100,21.0,100.92984178435954
3110,14.0,41.68040453424
3110,14.5,44.835066114617
3110,15.0,48.149193494699
3110,15.5,51.625128598096
3110,16.0,55.265169248807
3110,16.5,59.071571386017
3110,17.0,63.046551102403
3110,17.5,67.192286524907
3110,18.0,71.510919554403
3110,18.5,76.004557478542
3110,19.0,80.675274470273
3110,19.5,85.525112982992
3110,20.0,90.556085051973
3110,20.5,95.71078351095149
3110,21.0,101.05967858303073
3120,14.0,41.728788403879
3120,14.5,44.887756784267
3120,15.0,48.206408669903
3120,15.5,51.68708918163
3120,16.0,55.332099280479
3120,16.5,59.143697985483
3120,17.0,63.124104414767
3120,17.5,67.275499668892
3120,18.0,71.600028572893
3120,18.5,76.099801291326
3120,19.0,80.776894828839
3120,19.5,85.633354427221
3120,20.0,90.671194868614
3120,20.5,95.83293061346822
3120,21.0,101.18912809208837
3130,14.0,41.777027517695
3130,14.5,44.940289812925
3130,15.0,48.263452667608
3130,15.5,51.748864390259
3130,16.0,55.398829069552
3130,16.5,59.215608795155
3130,17.0,63.20142570159
3130,17.5,67.35846385414
3130,18.0,71.68887099325
3130,18.5,76.194760151778
3130,19.0,80.878211157597
3130,19.5,85.741272032547
3130,20.0,90.785960297417
3130,20.5,95.95471227385603
3130,21.0,101.31819031153196
3140,14.0,41.825121875688
3140,14.5,44.99266520059
3140,15.0,48.320325487815
3140,15.5,51.810454223983
3140,16.0,55.465358616027
3140,16.5,59.287303815034
3140,17.0,63.278514962873
3140,17.5,67.441179080649
3140,18.0,71.777446815475
3140,18.5,76.289434059898
3140,19.0,80.979223456546
3140,19.5,85.848865798968
3140,20.0,90.900381338384
3140,20.5,96.07612849211452
3140,21.0,101.44686524136102
3150,14.0,41.873071477859
3150,14.5,45.044882947263
3150,15.0,48.377027130524
3150,15.5,51.871858682801
3150,16.0,55.531687919902
3150,16.5,59.358783045119
3150,17.0,63.355372198614
3150,17.5,67.523645348421
3150,18.0,71.865756039567
3150,18.5,76.383823015687
3150,19.0,81.079931725687
3150,19.5,85.956135726486
